1308;GetBit;;0;0
1307;CryptoTims;;0;210063182
1336;IconFinance;;0;4243739
1346;Терминал;;0;20853760
1333;MoneyCame;;0;7670658
1357;KingsExchange;;0;7110122
1354;HamsterBit;;0;0
1311;WebMyCash;;0;25374018
1301;BitFlaming;;0;167098719
1302;BitFm;;0;6570758
1334;InsideExchange;;0;0
1340;Go-Go;;0;254258987
1361;Рубин;;0;2798239
1317;FoxBTC;;0;1000608
1355;Bakster;;0;33693888
1320;Tasty-Changer;;0;315051086
1319;DualCoin;;0;32415541
1343;Swopperio;;0;307610
1370;Exdex;;0;0
1362;MisterBit;;0;368720701
1350;1tab;;0;10768731
1366;ObminMe;;0;0
1338;ExchangeMafia;;0;9087956
1360;DimmarEx;;0;766652
1349;SwapsCenter;;0;304549822
1316;Точка24;;0;3602664
1364;Moscoin;;0;0
